Time(t)	 Analytic	 RK-4 
14.290000	 709.352050	 709.352050
14.300000	 709.745000	 709.745000
14.310000	 710.138050	 710.138050
14.320000	 710.531200	 710.531200
14.330000	 710.924450	 710.924450
14.340000	 711.317800	 711.317800
14.350000	 711.711250	 711.711250
14.360000	 712.104800	 712.104800
14.370000	 712.498450	 712.498450
14.380000	 712.892200	 712.892200
14.390000	 713.286050	 713.286050
14.400000	 713.680000	 713.680000
14.410000	 714.074050	 714.074050
14.420000	 714.468200	 714.468200
14.430000	 714.862450	 714.862450
14.440000	 715.256800	 715.256800
14.450000	 715.651250	 715.651250
14.460000	 716.045800	 716.045800
14.470000	 716.440450	 716.440450
14.480000	 716.835200	 716.835200
14.490000	 717.230050	 717.230050
14.500000	 717.625000	 717.625000
14.510000	 718.020050	 718.020050
14.520000	 718.415200	 718.415200
14.530000	 718.810450	 718.810450
14.540000	 719.205800	 719.205800
14.550000	 719.601250	 719.601250
14.560000	 719.996800	 719.996800
14.570000	 720.392450	 720.392450
14.580000	 720.788200	 720.788200
14.590000	 721.184050	 721.184050
14.600000	 721.580000	 721.580000
14.610000	 721.976050	 721.976050
14.620000	 722.372200	 722.372200
14.630000	 722.768450	 722.768450
14.640000	 723.164800	 723.164800
14.650000	 723.561250	 723.561250
14.660000	 723.957800	 723.957800
14.670000	 724.354450	 724.354450
14.680000	 724.751200	 724.751200
14.690000	 725.148050	 725.148050
14.700000	 725.545000	 725.545000
14.710000	 725.942050	 725.942050
14.720000	 726.339200	 726.339200
14.730000	 726.736450	 726.736450
14.740000	 727.133800	 727.133800
14.750000	 727.531250	 727.531250
14.760000	 727.928800	 727.928800
14.770000	 728.326450	 728.326450
14.780000	 728.724200	 728.724200
14.790000	 729.122050	 729.122050
14.800000	 729.520000	 729.520000
14.810000	 729.918050	 729.918050
14.820000	 730.316200	 730.316200
14.830000	 730.714450	 730.714450
14.840000	 731.112800	 731.112800
14.850000	 731.511250	 731.511250
14.860000	 731.909800	 731.909800
14.870000	 732.308450	 732.308450
14.880000	 732.707200	 732.707200
14.890000	 733.106050	 733.106050
14.900000	 733.505000	 733.505000
14.910000	 733.904050	 733.904050
14.920000	 734.303200	 734.303200
14.930000	 734.702450	 734.702450
14.940000	 735.101800	 735.101800
14.950000	 735.501250	 735.501250
14.960000	 735.900800	 735.900800
14.970000	 736.300450	 736.300450
14.980000	 736.700200	 736.700200
14.990000	 737.100050	 737.100050
15.000000	 737.500000	 737.500000
15.010000	 737.900050	 737.900050
15.020000	 738.300200	 738.300200
15.030000	 738.700450	 738.700450
15.040000	 739.100800	 739.100800
15.050000	 739.501250	 739.501250
15.060000	 739.901800	 739.901800
15.070000	 740.302450	 740.302450
15.080000	 740.703200	 740.703200
15.090000	 741.104050	 741.104050
15.100000	 741.505000	 741.505000
15.110000	 741.906050	 741.906050
15.120000	 742.307200	 742.307200
15.130000	 742.708450	 742.708450
15.140000	 743.109800	 743.109800
15.150000	 743.511250	 743.511250
15.160000	 743.912800	 743.912800
15.170000	 744.314450	 744.314450
15.180000	 744.716200	 744.716200
15.190000	 745.118050	 745.118050
15.200000	 745.520000	 745.520000
15.210000	 745.922050	 745.922050
15.220000	 746.324200	 746.324200
15.230000	 746.726450	 746.726450
15.240000	 747.128800	 747.128800
15.250000	 747.531250	 747.531250
15.260000	 747.933800	 747.933800
15.270000	 748.336450	 748.336450
15.280000	 748.739200	 748.739200
15.290000	 749.142050	 749.142050
15.300000	 749.545000	 749.545000
15.310000	 749.948050	 749.948050
15.320000	 750.351200	 750.351200
15.330000	 750.754450	 750.754450
15.340000	 751.157800	 751.157800
15.350000	 751.561250	 751.561250
15.360000	 751.964800	 751.964800
15.370000	 752.368450	 752.368450
15.380000	 752.772200	 752.772200
15.390000	 753.176050	 753.176050
15.400000	 753.580000	 753.580000
15.410000	 753.984050	 753.984050
15.420000	 754.388200	 754.388200
15.430000	 754.792450	 754.792450
15.440000	 755.196800	 755.196800
15.450000	 755.601250	 755.601250
15.460000	 756.005800	 756.005800
15.470000	 756.410450	 756.410450
15.480000	 756.815200	 756.815200
15.490000	 757.220050	 757.220050
15.500000	 757.625000	 757.625000
15.510000	 758.030050	 758.030050
15.520000	 758.435200	 758.435200
15.530000	 758.840450	 758.840450
15.540000	 759.245800	 759.245800
15.550000	 759.651250	 759.651250
15.560000	 760.056800	 760.056800
15.570000	 760.462450	 760.462450
15.580000	 760.868200	 760.868200
15.590000	 761.274050	 761.274050
15.600000	 761.680000	 761.680000
15.610000	 762.086050	 762.086050
15.620000	 762.492200	 762.492200
15.630000	 762.898450	 762.898450
15.640000	 763.304800	 763.304800
15.650000	 763.711250	 763.711250
15.660000	 764.117800	 764.117800
15.670000	 764.524450	 764.524450
15.680000	 764.931200	 764.931200
15.690000	 765.338050	 765.338050
15.700000	 765.745000	 765.745000
15.710000	 766.152050	 766.152050
15.720000	 766.559200	 766.559200
15.730000	 766.966450	 766.966450
15.740000	 767.373800	 767.373800
15.750000	 767.781250	 767.781250
15.760000	 768.188800	 768.188800
15.770000	 768.596450	 768.596450
15.780000	 769.004200	 769.004200
15.790000	 769.412050	 769.412050
15.800000	 769.820000	 769.820000
15.810000	 770.228050	 770.228050
15.820000	 770.636200	 770.636200
15.830000	 771.044450	 771.044450
15.840000	 771.452800	 771.452800
15.850000	 771.861250	 771.861250
15.860000	 772.269800	 772.269800
15.870000	 772.678450	 772.678450
15.880000	 773.087200	 773.087200
15.890000	 773.496050	 773.496050
15.900000	 773.905000	 773.905000
15.910000	 774.314050	 774.314050
15.920000	 774.723200	 774.723200
15.930000	 775.132450	 775.132450
15.940000	 775.541800	 775.541800
15.950000	 775.951250	 775.951250
15.960000	 776.360800	 776.360800
15.970000	 776.770450	 776.770450
15.980000	 777.180200	 777.180200
15.990000	 777.590050	 777.590050
16.000000	 778.000000	 778.000000
16.010000	 778.410050	 778.410050
16.020000	 778.820200	 778.820200
16.030000	 779.230450	 779.230450
16.040000	 779.640800	 779.640800
16.050000	 780.051250	 780.051250
16.060000	 780.461800	 780.461800
16.070000	 780.872450	 780.872450
16.080000	 781.283200	 781.283200
16.090000	 781.694050	 781.694050
16.100000	 782.105000	 782.105000
16.110000	 782.516050	 782.516050
16.120000	 782.927200	 782.927200
16.130000	 783.338450	 783.338450
16.140000	 783.749800	 783.749800
16.150000	 784.161250	 784.161250
16.160000	 784.572800	 784.572800
16.170000	 784.984450	 784.984450
16.180000	 785.396200	 785.396200
16.190000	 785.808050	 785.808050
16.200000	 786.220000	 786.220000
16.210000	 786.632050	 786.632050
16.220000	 787.044200	 787.044200
16.230000	 787.456450	 787.456450
16.240000	 787.868800	 787.868800
16.250000	 788.281250	 788.281250
16.260000	 788.693800	 788.693800
16.270000	 789.106450	 789.106450
16.280000	 789.519200	 789.519200
16.290000	 789.932050	 789.932050
16.300000	 790.345000	 790.345000
16.310000	 790.758050	 790.758050
16.320000	 791.171200	 791.171200
16.330000	 791.584450	 791.584450
16.340000	 791.997800	 791.997800
16.350000	 792.411250	 792.411250
16.360000	 792.824800	 792.824800
16.370000	 793.238450	 793.238450
16.380000	 793.652200	 793.652200
16.390000	 794.066050	 794.066050
16.400000	 794.480000	 794.480000
16.410000	 794.894050	 794.894050
16.420000	 795.308200	 795.308200
16.430000	 795.722450	 795.722450
16.440000	 796.136800	 796.136800
16.450000	 796.551250	 796.551250
16.460000	 796.965800	 796.965800
16.470000	 797.380450	 797.380450
16.480000	 797.795200	 797.795200
16.490000	 798.210050	 798.210050
16.500000	 798.625000	 798.625000
16.510000	 799.040050	 799.040050
16.520000	 799.455200	 799.455200
16.530000	 799.870450	 799.870450
16.540000	 800.285800	 800.285800
16.550000	 800.701250	 800.701250
16.560000	 801.116800	 801.116800
16.570000	 801.532450	 801.532450
16.580000	 801.948200	 801.948200
16.590000	 802.364050	 802.364050
16.600000	 802.780000	 802.780000
16.610000	 803.196050	 803.196050
16.620000	 803.612200	 803.612200
16.630000	 804.028450	 804.028450
16.640000	 804.444800	 804.444800
16.650000	 804.861250	 804.861250
16.660000	 805.277800	 805.277800
16.670000	 805.694450	 805.694450
16.680000	 806.111200	 806.111200
16.690000	 806.528050	 806.528050
16.700000	 806.945000	 806.945000
16.710000	 807.362050	 807.362050
16.720000	 807.779200	 807.779200
16.730000	 808.196450	 808.196450
16.740000	 808.613800	 808.613800
16.750000	 809.031250	 809.031250
16.760000	 809.448800	 809.448800
16.770000	 809.866450	 809.866450
16.780000	 810.284200	 810.284200
16.790000	 810.702050	 810.702050
16.800000	 811.120000	 811.120000
16.810000	 811.538050	 811.538050
16.820000	 811.956200	 811.956200
16.830000	 812.374450	 812.374450
16.840000	 812.792800	 812.792800
16.850000	 813.211250	 813.211250
16.860000	 813.629800	 813.629800
16.870000	 814.048450	 814.048450
16.880000	 814.467200	 814.467200
16.890000	 814.886050	 814.886050
16.900000	 815.305000	 815.305000
16.910000	 815.724050	 815.724050
16.920000	 816.143200	 816.143200
16.930000	 816.562450	 816.562450
16.940000	 816.981800	 816.981800
16.950000	 817.401250	 817.401250
16.960000	 817.820800	 817.820800
16.970000	 818.240450	 818.240450
16.980000	 818.660200	 818.660200
16.990000	 819.080050	 819.080050
17.000000	 819.500000	 819.500000
17.010000	 819.920050	 819.920050
17.020000	 820.340200	 820.340200
17.030000	 820.760450	 820.760450
17.040000	 821.180800	 821.180800
17.050000	 821.601250	 821.601250
17.060000	 822.021800	 822.021800
17.070000	 822.442450	 822.442450
17.080000	 822.863200	 822.863200
17.090000	 823.284050	 823.284050
17.100000	 823.705000	 823.705000
17.110000	 824.126050	 824.126050
17.120000	 824.547200	 824.547200
17.130000	 824.968450	 824.968450
17.140000	 825.389800	 825.389800
17.150000	 825.811250	 825.811250
17.160000	 826.232800	 826.232800
17.170000	 826.654450	 826.654450
17.180000	 827.076200	 827.076200
17.190000	 827.498050	 827.498050
17.200000	 827.920000	 827.920000
17.210000	 828.342050	 828.342050
17.220000	 828.764200	 828.764200
17.230000	 829.186450	 829.186450
17.240000	 829.608800	 829.608800
17.250000	 830.031250	 830.031250
17.260000	 830.453800	 830.453800
17.270000	 830.876450	 830.876450
17.280000	 831.299200	 831.299200
17.290000	 831.722050	 831.722050
17.300000	 832.145000	 832.145000
17.310000	 832.568050	 832.568050
17.320000	 832.991200	 832.991200
17.330000	 833.414450	 833.414450
17.340000	 833.837800	 833.837800
17.350000	 834.261250	 834.261250
17.360000	 834.684800	 834.684800
17.370000	 835.108450	 835.108450
17.380000	 835.532200	 835.532200
17.390000	 835.956050	 835.956050
17.400000	 836.380000	 836.380000
17.410000	 836.804050	 836.804050
17.420000	 837.228200	 837.228200
17.430000	 837.652450	 837.652450
17.440000	 838.076800	 838.076800
17.450000	 838.501250	 838.501250
17.460000	 838.925800	 838.925800
17.470000	 839.350450	 839.350450
17.480000	 839.775200	 839.775200
17.490000	 840.200050	 840.200050
17.500000	 840.625000	 840.625000
17.510000	 841.050050	 841.050050
17.520000	 841.475200	 841.475200
17.530000	 841.900450	 841.900450
17.540000	 842.325800	 842.325800
17.550000	 842.751250	 842.751250
17.560000	 843.176800	 843.176800
17.570000	 843.602450	 843.602450
17.580000	 844.028200	 844.028200
17.590000	 844.454050	 844.454050
17.600000	 844.880000	 844.880000
17.610000	 845.306050	 845.306050
17.620000	 845.732200	 845.732200
17.630000	 846.158450	 846.158450
17.640000	 846.584800	 846.584800
17.650000	 847.011250	 847.011250
17.660000	 847.437800	 847.437800
17.670000	 847.864450	 847.864450
17.680000	 848.291200	 848.291200
17.690000	 848.718050	 848.718050
17.700000	 849.145000	 849.145000
17.710000	 849.572050	 849.572050
17.720000	 849.999200	 849.999200
17.730000	 850.426450	 850.426450
17.740000	 850.853800	 850.853800
17.750000	 851.281250	 851.281250
17.760000	 851.708800	 851.708800
17.770000	 852.136450	 852.136450
17.780000	 852.564200	 852.564200
17.790000	 852.992050	 852.992050
17.800000	 853.420000	 853.420000
17.810000	 853.848050	 853.848050
17.820000	 854.276200	 854.276200
17.830000	 854.704450	 854.704450
17.840000	 855.132800	 855.132800
17.850000	 855.561250	 855.561250
17.860000	 855.989800	 855.989800
17.870000	 856.418450	 856.418450
17.880000	 856.847200	 856.847200
17.890000	 857.276050	 857.276050
17.900000	 857.705000	 857.705000
17.910000	 858.134050	 858.134050
17.920000	 858.563200	 858.563200
17.930000	 858.992450	 858.992450
17.940000	 859.421800	 859.421800
17.950000	 859.851250	 859.851250
17.960000	 860.280800	 860.280800
17.970000	 860.710450	 860.710450
17.980000	 861.140200	 861.140200
17.990000	 861.570050	 861.570050
18.000000	 862.000000	 862.000000
18.010000	 862.430050	 862.430050
18.020000	 862.860200	 862.860200
18.030000	 863.290450	 863.290450
18.040000	 863.720800	 863.720800
18.050000	 864.151250	 864.151250
18.060000	 864.581800	 864.581800
18.070000	 865.012450	 865.012450
18.080000	 865.443200	 865.443200
18.090000	 865.874050	 865.874050
18.100000	 866.305000	 866.305000
18.110000	 866.736050	 866.736050
18.120000	 867.167200	 867.167200
18.130000	 867.598450	 867.598450
18.140000	 868.029800	 868.029800
18.150000	 868.461250	 868.461250
18.160000	 868.892800	 868.892800
18.170000	 869.324450	 869.324450
18.180000	 869.756200	 869.756200
18.190000	 870.188050	 870.188050
18.200000	 870.620000	 870.620000
18.210000	 871.052050	 871.052050
18.220000	 871.484200	 871.484200
18.230000	 871.916450	 871.916450
18.240000	 872.348800	 872.348800
18.250000	 872.781250	 872.781250
18.260000	 873.213800	 873.213800
18.270000	 873.646450	 873.646450
18.280000	 874.079200	 874.079200
18.290000	 874.512050	 874.512050
18.300000	 874.945000	 874.945000
18.310000	 875.378050	 875.378050
18.320000	 875.811200	 875.811200
18.330000	 876.244450	 876.244450
18.340000	 876.677800	 876.677800
18.350000	 877.111250	 877.111250
18.360000	 877.544800	 877.544800
18.370000	 877.978450	 877.978450
18.380000	 878.412200	 878.412200
18.390000	 878.846050	 878.846050
18.400000	 879.280000	 879.280000
18.410000	 879.714050	 879.714050
18.420000	 880.148200	 880.148200
18.430000	 880.582450	 880.582450
18.440000	 881.016800	 881.016800
18.450000	 881.451250	 881.451250
18.460000	 881.885800	 881.885800
18.470000	 882.320450	 882.320450
18.480000	 882.755200	 882.755200
18.490000	 883.190050	 883.190050
18.500000	 883.625000	 883.625000
18.510000	 884.060050	 884.060050
18.520000	 884.495200	 884.495200
18.530000	 884.930450	 884.930450
18.540000	 885.365800	 885.365800
18.550000	 885.801250	 885.801250
18.560000	 886.236800	 886.236800
18.570000	 886.672450	 886.672450
18.580000	 887.108200	 887.108200
18.590000	 887.544050	 887.544050
18.600000	 887.980000	 887.980000
18.610000	 888.416050	 888.416050
18.620000	 888.852200	 888.852200
18.630000	 889.288450	 889.288450
18.640000	 889.724800	 889.724800
18.650000	 890.161250	 890.161250
18.660000	 890.597800	 890.597800
18.670000	 891.034450	 891.034450
18.680000	 891.471200	 891.471200
18.690000	 891.908050	 891.908050
18.700000	 892.345000	 892.345000
18.710000	 892.782050	 892.782050
18.720000	 893.219200	 893.219200
18.730000	 893.656450	 893.656450
18.740000	 894.093800	 894.093800
18.750000	 894.531250	 894.531250
18.760000	 894.968800	 894.968800
18.770000	 895.406450	 895.406450
18.780000	 895.844200	 895.844200
18.790000	 896.282050	 896.282050
18.800000	 896.720000	 896.720000
18.810000	 897.158050	 897.158050
18.820000	 897.596200	 897.596200
18.830000	 898.034450	 898.034450
18.840000	 898.472800	 898.472800
18.850000	 898.911250	 898.911250
18.860000	 899.349800	 899.349800
18.870000	 899.788450	 899.788450
18.880000	 900.227200	 900.227200
18.890000	 900.666050	 900.666050
18.900000	 901.105000	 901.105000
18.910000	 901.544050	 901.544050
18.920000	 901.983200	 901.983200
18.930000	 902.422450	 902.422450
18.940000	 902.861800	 902.861800
18.950000	 903.301250	 903.301250
18.960000	 903.740800	 903.740800
18.970000	 904.180450	 904.180450
18.980000	 904.620200	 904.620200
18.990000	 905.060050	 905.060050
19.000000	 905.500000	 905.500000
19.010000	 905.940050	 905.940050
19.020000	 906.380200	 906.380200
19.030000	 906.820450	 906.820450
19.040000	 907.260800	 907.260800
19.050000	 907.701250	 907.701250
19.060000	 908.141800	 908.141800
19.070000	 908.582450	 908.582450
19.080000	 909.023200	 909.023200
19.090000	 909.464050	 909.464050
19.100000	 909.905000	 909.905000
19.110000	 910.346050	 910.346050
19.120000	 910.787200	 910.787200
19.130000	 911.228450	 911.228450
19.140000	 911.669800	 911.669800
19.150000	 912.111250	 912.111250
19.160000	 912.552800	 912.552800
19.170000	 912.994450	 912.994450
19.180000	 913.436200	 913.436200
19.190000	 913.878050	 913.878050
19.200000	 914.320000	 914.320000
19.210000	 914.762050	 914.762050
19.220000	 915.204200	 915.204200
19.230000	 915.646450	 915.646450
19.240000	 916.088800	 916.088800
19.250000	 916.531250	 916.531250
19.260000	 916.973800	 916.973800
19.270000	 917.416450	 917.416450
19.280000	 917.859200	 917.859200
19.290000	 918.302050	 918.302050
19.300000	 918.745000	 918.745000
19.310000	 919.188050	 919.188050
19.320000	 919.631200	 919.631200
19.330000	 920.074450	 920.074450
19.340000	 920.517800	 920.517800
19.350000	 920.961250	 920.961250
19.360000	 921.404800	 921.404800
19.370000	 921.848450	 921.848450
19.380000	 922.292200	 922.292200
19.390000	 922.736050	 922.736050
19.400000	 923.180000	 923.180000
19.410000	 923.624050	 923.624050
19.420000	 924.068200	 924.068200
19.430000	 924.512450	 924.512450
19.440000	 924.956800	 924.956800
19.450000	 925.401250	 925.401250
19.460000	 925.845800	 925.845800
19.470000	 926.290450	 926.290450
19.480000	 926.735200	 926.735200
19.490000	 927.180050	 927.180050
19.500000	 927.625000	 927.625000
19.510000	 928.070050	 928.070050
19.520000	 928.515200	 928.515200
19.530000	 928.960450	 928.960450
19.540000	 929.405800	 929.405800
19.550000	 929.851250	 929.851250
19.560000	 930.296800	 930.296800
19.570000	 930.742450	 930.742450
19.580000	 931.188200	 931.188200
19.590000	 931.634050	 931.634050
19.600000	 932.080000	 932.080000
19.610000	 932.526050	 932.526050
19.620000	 932.972200	 932.972200
19.630000	 933.418450	 933.418450
19.640000	 933.864800	 933.864800
19.650000	 934.311250	 934.311250
19.660000	 934.757800	 934.757800
19.670000	 935.204450	 935.204450
19.680000	 935.651200	 935.651200
19.690000	 936.098050	 936.098050
19.700000	 936.545000	 936.545000
19.710000	 936.992050	 936.992050
19.720000	 937.439200	 937.439200
19.730000	 937.886450	 937.886450
19.740000	 938.333800	 938.333800
19.750000	 938.781250	 938.781250
19.760000	 939.228800	 939.228800
19.770000	 939.676450	 939.676450
19.780000	 940.124200	 940.124200
19.790000	 940.572050	 940.572050
19.800000	 941.020000	 941.020000
19.810000	 941.468050	 941.468050
19.820000	 941.916200	 941.916200
19.830000	 942.364450	 942.364450
19.840000	 942.812800	 942.812800
19.850000	 943.261250	 943.261250
19.860000	 943.709800	 943.709800
19.870000	 944.158450	 944.158450
19.880000	 944.607200	 944.607200
19.890000	 945.056050	 945.056050
19.900000	 945.505000	 945.505000
19.910000	 945.954050	 945.954050
19.920000	 946.403200	 946.403200
19.930000	 946.852450	 946.852450
19.940000	 947.301800	 947.301800
19.950000	 947.751250	 947.751250
19.960000	 948.200800	 948.200800
19.970000	 948.650450	 948.650450
19.980000	 949.100200	 949.100200
19.990000	 949.550050	 949.550050
20.000000	 950.000000	 950.000000
20.010000	 950.450050	 950.450050
20.020000	 950.900200	 950.900200
20.030000	 951.350450	 951.350450
20.040000	 951.800800	 951.800800
20.050000	 952.251250	 952.251250
20.060000	 952.701800	 952.701800
20.070000	 953.152450	 953.152450
20.080000	 953.603200	 953.603200
20.090000	 954.054050	 954.054050
20.100000	 954.505000	 954.505000
20.110000	 954.956050	 954.956050
20.120000	 955.407200	 955.407200
20.130000	 955.858450	 955.858450
20.140000	 956.309800	 956.309800
20.150000	 956.761250	 956.761250
20.160000	 957.212800	 957.212800
20.170000	 957.664450	 957.664450
20.180000	 958.116200	 958.116200
20.190000	 958.568050	 958.568050
20.200000	 959.020000	 959.020000
20.210000	 959.472050	 959.472050
20.220000	 959.924200	 959.924200
20.230000	 960.376450	 960.376450
20.240000	 960.828800	 960.828800
20.250000	 961.281250	 961.281250
20.260000	 961.733800	 961.733800
20.270000	 962.186450	 962.186450
20.280000	 962.639200	 962.639200
20.290000	 963.092050	 963.092050
20.300000	 963.545000	 963.545000
20.310000	 963.998050	 963.998050
20.320000	 964.451200	 964.451200
20.330000	 964.904450	 964.904450
20.340000	 965.357800	 965.357800
20.350000	 965.811250	 965.811250
20.360000	 966.264800	 966.264800
20.370000	 966.718450	 966.718450
20.380000	 967.172200	 967.172200
20.390000	 967.626050	 967.626050
20.400000	 968.080000	 968.080000
20.410000	 968.534050	 968.534050
20.420000	 968.988200	 968.988200
20.430000	 969.442450	 969.442450
20.440000	 969.896800	 969.896800
20.450000	 970.351250	 970.351250
20.460000	 970.805800	 970.805800
20.470000	 971.260450	 971.260450
20.480000	 971.715200	 971.715200
20.490000	 972.170050	 972.170050
20.500000	 972.625000	 972.625000
20.510000	 973.080050	 973.080050
20.520000	 973.535200	 973.535200
20.530000	 973.990450	 973.990450
20.540000	 974.445800	 974.445800
20.550000	 974.901250	 974.901250
20.560000	 975.356800	 975.356800
20.570000	 975.812450	 975.812450
20.580000	 976.268200	 976.268200
20.590000	 976.724050	 976.724050
20.600000	 977.180000	 977.180000
20.610000	 977.636050	 977.636050
20.620000	 978.092200	 978.092200
20.630000	 978.548450	 978.548450
20.640000	 979.004800	 979.004800
20.650000	 979.461250	 979.461250
20.660000	 979.917800	 979.917800
20.670000	 980.374450	 980.374450
20.680000	 980.831200	 980.831200
20.690000	 981.288050	 981.288050
20.700000	 981.745000	 981.745000
20.710000	 982.202050	 982.202050
20.720000	 982.659200	 982.659200
20.730000	 983.116450	 983.116450
20.740000	 983.573800	 983.573800
20.750000	 984.031250	 984.031250
20.760000	 984.488800	 984.488800
20.770000	 984.946450	 984.946450
20.780000	 985.404200	 985.404200
20.790000	 985.862050	 985.862050
20.800000	 986.320000	 986.320000
20.810000	 986.778050	 986.778050
20.820000	 987.236200	 987.236200
20.830000	 987.694450	 987.694450
20.840000	 988.152800	 988.152800
20.850000	 988.611250	 988.611250
20.860000	 989.069800	 989.069800
20.870000	 989.528450	 989.528450
20.880000	 989.987200	 989.987200
20.890000	 990.446050	 990.446050
20.900000	 990.905000	 990.905000
20.910000	 991.364050	 991.364050
20.920000	 991.823200	 991.823200
20.930000	 992.282450	 992.282450
20.940000	 992.741800	 992.741800
20.950000	 993.201250	 993.201250
20.960000	 993.660800	 993.660800
20.970000	 994.120450	 994.120450
20.980000	 994.580200	 994.580200
20.990000	 995.040050	 995.040050
21.000000	 995.500000	 995.500000
21.010000	 995.960050	 995.960050
21.020000	 996.420200	 996.420200
21.030000	 996.880450	 996.880450
21.040000	 997.340800	 997.340800
21.050000	 997.801250	 997.801250
21.060000	 998.261800	 998.261800
21.070000	 998.722450	 998.722450
21.080000	 999.183200	 999.183200
21.090000	 999.644050	 999.644050
21.100000	 1000.105000	 1000.105000
21.110000	 1000.566050	 1000.566050
21.120000	 1001.027200	 1001.027200
21.130000	 1001.488450	 1001.488450
21.140000	 1001.949800	 1001.949800
21.150000	 1002.411250	 1002.411250
21.160000	 1002.872800	 1002.872800
21.170000	 1003.334450	 1003.334450
21.180000	 1003.796200	 1003.796200
21.190000	 1004.258050	 1004.258050
21.200000	 1004.720000	 1004.720000
21.210000	 1005.182050	 1005.182050
21.220000	 1005.644200	 1005.644200
21.230000	 1006.106450	 1006.106450
21.240000	 1006.568800	 1006.568800
21.250000	 1007.031250	 1007.031250
21.260000	 1007.493800	 1007.493800
21.270000	 1007.956450	 1007.956450
21.280000	 1008.419200	 1008.419200
21.290000	 1008.882050	 1008.882050
21.300000	 1009.345000	 1009.345000
21.310000	 1009.808050	 1009.808050
21.320000	 1010.271200	 1010.271200
21.330000	 1010.734450	 1010.734450
21.340000	 1011.197800	 1011.197800
21.350000	 1011.661250	 1011.661250
21.360000	 1012.124800	 1012.124800
21.370000	 1012.588450	 1012.588450
21.380000	 1013.052200	 1013.052200
21.390000	 1013.516050	 1013.516050
21.400000	 1013.980000	 1013.980000
21.410000	 1014.444050	 1014.444050
21.420000	 1014.908200	 1014.908200
21.430000	 1015.372450	 1015.372450
21.440000	 1015.836800	 1015.836800
21.450000	 1016.301250	 1016.301250
21.460000	 1016.765800	 1016.765800
21.470000	 1017.230450	 1017.230450
21.480000	 1017.695200	 1017.695200
21.490000	 1018.160050	 1018.160050
21.500000	 1018.625000	 1018.625000
21.510000	 1019.090050	 1019.090050
21.520000	 1019.555200	 1019.555200
21.530000	 1020.020450	 1020.020450
21.540000	 1020.485800	 1020.485800
21.550000	 1020.951250	 1020.951250
21.560000	 1021.416800	 1021.416800
21.570000	 1021.882450	 1021.882450
21.580000	 1022.348200	 1022.348200
21.590000	 1022.814050	 1022.814050
21.600000	 1023.280000	 1023.280000
21.610000	 1023.746050	 1023.746050
21.620000	 1024.212200	 1024.212200
21.630000	 1024.678450	 1024.678450
21.640000	 1025.144800	 1025.144800
21.650000	 1025.611250	 1025.611250
21.660000	 1026.077800	 1026.077800
21.670000	 1026.544450	 1026.544450
21.680000	 1027.011200	 1027.011200
21.690000	 1027.478050	 1027.478050
21.700000	 1027.945000	 1027.945000
21.710000	 1028.412050	 1028.412050
21.720000	 1028.879200	 1028.879200
21.730000	 1029.346450	 1029.346450
21.740000	 1029.813800	 1029.813800
21.750000	 1030.281250	 1030.281250
21.760000	 1030.748800	 1030.748800
21.770000	 1031.216450	 1031.216450
21.780000	 1031.684200	 1031.684200
21.790000	 1032.152050	 1032.152050
21.800000	 1032.620000	 1032.620000
21.810000	 1033.088050	 1033.088050
21.820000	 1033.556200	 1033.556200
21.830000	 1034.024450	 1034.024450
21.840000	 1034.492800	 1034.492800
21.850000	 1034.961250	 1034.961250
21.860000	 1035.429800	 1035.429800
21.870000	 1035.898450	 1035.898450
21.880000	 1036.367200	 1036.367200
21.890000	 1036.836050	 1036.836050
21.900000	 1037.305000	 1037.305000
21.910000	 1037.774050	 1037.774050
21.920000	 1038.243200	 1038.243200
21.930000	 1038.712450	 1038.712450
21.940000	 1039.181800	 1039.181800
21.950000	 1039.651250	 1039.651250
21.960000	 1040.120800	 1040.120800
21.970000	 1040.590450	 1040.590450
21.980000	 1041.060200	 1041.060200
21.990000	 1041.530050	 1041.530050
22.000000	 1042.000000	 1042.000000
22.010000	 1042.470050	 1042.470050
22.020000	 1042.940200	 1042.940200
22.030000	 1043.410450	 1043.410450
22.040000	 1043.880800	 1043.880800
22.050000	 1044.351250	 1044.351250
22.060000	 1044.821800	 1044.821800
22.070000	 1045.292450	 1045.292450
22.080000	 1045.763200	 1045.763200
22.090000	 1046.234050	 1046.234050
22.100000	 1046.705000	 1046.705000
22.110000	 1047.176050	 1047.176050
22.120000	 1047.647200	 1047.647200
22.130000	 1048.118450	 1048.118450
22.140000	 1048.589800	 1048.589800
22.150000	 1049.061250	 1049.061250
22.160000	 1049.532800	 1049.532800
22.170000	 1050.004450	 1050.004450
22.180000	 1050.476200	 1050.476200
22.190000	 1050.948050	 1050.948050
22.200000	 1051.420000	 1051.420000
22.210000	 1051.892050	 1051.892050
22.220000	 1052.364200	 1052.364200
22.230000	 1052.836450	 1052.836450
22.240000	 1053.308800	 1053.308800
22.250000	 1053.781250	 1053.781250
22.260000	 1054.253800	 1054.253800
22.270000	 1054.726450	 1054.726450
22.280000	 1055.199200	 1055.199200
22.290000	 1055.672050	 1055.672050
22.300000	 1056.145000	 1056.145000
22.310000	 1056.618050	 1056.618050
22.320000	 1057.091200	 1057.091200
22.330000	 1057.564450	 1057.564450
22.340000	 1058.037800	 1058.037800
22.350000	 1058.511250	 1058.511250
